"﻿""Област""","Населено място","Тип","Име на училище","Общ брой ученици","География и икономика / Макс 18","История и цивилизация / Макс 18","Физика и астрономия / Макс 15","Химия и опазване на околната среда / Макс 15","Биология и здравно образование / Макс 15","Чужд език / Макс 35","Български език и литература / Макс 65","Математика / Макс 65"
"Силистра","Силистра","град","СОУ ""Никола Й.Вапцаров""","48","14.13","12.66","10.43","10.63","10.22","25.67","40.18","27.57"
"Силистра","Силистра","град","Професионална гимназия по строителство ""Пеньо Пенев""","","","","","","","","",""
"Силистра","Силистра","град","ОУ ""Отец Паисий""","89","14.83","14.06","10.67","10.26","11.38","27.81","41.48","35.56"
"Силистра","Силистра","град","ОУ ""Св.св.Кирил и Методий""","54","13.85","14.37","10.79","10.25","11.35","24.71","40.48","34.65"
"Силистра","Силистра","град","ОУ ""Иван Вазов""","76","14.26","12.96","9.74","9.62","9.84","25.13","38.92","29.54"
"Силистра","Брадвари","село","ОУ ""Св.св.Кирил и Методий""","4","10.33","6","4.33","7.67","6.67","9.67","13.67","6"
"Силистра","Професор Иширково","село","ОУ ""Св. Климент Охридски""","22","9.71","9.48","8.39","8.61","8.72","21.52","22.3","14.62"
"Силистра","Калипетрово","село","ОУ ""Св.Св.Кирил и Методий""","14","14.2","11.2","9.29","10.71","9.29","16.83","17.71","9.71"
"Силистра","Силистра","град","ОСУ ""Дръстър""","28","8.76","10.48","8.23","8.27","6.96","17.27","19.11","14.89"
"Силистра","Добротица","село","ОУ ""Отец Паисий""","11","7.5","7.6","6.3","5.6","6.6","13.1","18.33","15"
"Силистра","Искра","село","ОУ ""Стефан Караджа""","32","10.08","10.88","8.35","7.8","8.4","20.96","15.52","14.08"
"Силистра","Ситово","село","ОУ ""Георги С.Раковски""","8","13.38","13.75","8.12","10","9.88","21.5","30.06","17.62"
"Силистра","Тутракан","град","СОУ ""Йордан Йовков""","37","14.27","14.84","10.11","8.97","10.97","23.11","33.05","22.86"
"Силистра","Тутракан","град","СОУ ""Христо Ботев""","49","11.96","10.62","8.59","6.57","6.87","20.31","28.2","23.05"
"Силистра","Варненци","село","СПИ ""Христо Ботев""","9","3.67","6","4.5","3.83","6","9.83","7.86","13"
"Силистра","Цар Самуил","село","ОУ ""Стефан Караджа""","9","10.89","10.11","9.67","9.33","7.22","15.78","24.39","18.22"
"Силистра","Нова Черна","село","ОУ  ""Св. Св. Кирил и  Методий""","10","11.5","11.7","7.2","8.1","8.3","20.1","20.4","16"
"Сливен","Сливен","град","1 СОУ","43","8.04","8.56","6.89","6.21","8.14","14.5","17.71","10"
"Сливен","Сливен","град","ОУ ""Христо Ботев""","75","12.86","11.62","8.76","7.27","8.44","21.42","32.21","25.12"
"Сливен","Сливен","град","ІІІ ОУ - Сливен","105","15.51","15.28","10.53","12.41","10.94","25.72","42.84","34.26"
"Сливен","Сливен","град","ІV ОУ - Сливен","37","13.75","12.09","9.16","9.29","8.1","20.97","35.81","25.03"
"Сливен","Сливен","град","5 СОУ","64","13.31","12.52","8.81","8.6","8.52","20.69","36.81","24.92"
"Сливен","Сливен","град","VIОУ","159","8.31","8.92","7.77","7.08","6.82","16.36","11.03","10.25"
"Сливен","Сливен","град","ОУ ""П.Хитов""","38","11.83","11.94","8.46","9.38","9.32","23.49","34.64","22.62"
"Сливен","Сливен","град","ОУ ""Юрий Гагарин""","38","8.74","11.03","8.88","7.12","7.88","19.21","11.51","7.47"
"Сливен","Сливен","град","ОУ ""Св.св.Кирил и Методий""","25","9.05","8.59","10.52","10","10.52","22.77","25.79","24.7"
"Сливен","Сливен","град","10-СОУ -""Йордан Йовков""","48","12.74","13.05","10.36","7.87","8.67","20.39","33.5","28.41"
"Сливен","Сливен","град","XI СОУ","82","14.68","13.77","10.19","9.53","9.74","24.2","38.46","31.12"
"Сливен","Сливен","град","12 ОУ- Сливен","66","14.05","12.11","10.78","8.8","9.18","21.67","31.26","25.82"
"Сливен","Сливен","град","СОУ  ""Аргира Жечкова""","6","14","11","10.75","9","8.5","23.5","11","9.75"
"Сливен","Сливен","град","ПМГ ""Добри Чинтулов""","52","15.25","15","11.29","10.62","10.44","28.62","46.95","41.46"
"Сливен","Сливен","град","СУ ""Димитър Рохов""","42","11.69","11.79","8.21","5.26","5.86","18.41","24.17","14.79"
"Сливен","Сливен","град","ХГ ""Д. Дамянов"" - Сливен","26","11.15","10.77","8.27","6.88","8.85","18.54","28.58","16.81"
"Сливен","Бяла","село","ОУ ""Хаджи Димитър""","5","11.4","10.8","8.8","7.6","8.2","15.8","22.6","18.2"
"Сливен","Блатец","село","ОУ""Св.Климент Охридски"" Блатец","29","9.77","8.5","7.35","5.61","6.96","18.22","20.2","23.48"
"Сливен","Гавраилово","село","ОУ ""Н. Геров""","46","10.41","11","7.35","7.84","8.57","16.92","23.59","22.22"
"Сливен","Драгоданово","село","СПИ ""Христо Ботев""","6","4.75","8.25","3","2.75","3","12.5","17","12"
"Сливен","Желю войвода","село","ОУ ""Д-р Петър Берон""","20","9.55","7.9","8.45","7.15","8.5","17.8","23.6","14.6"
"Сливен","Злати войвода","село","Основно Училище ""Братя Миладин","16","8.46","8","8.15","6.15","6.15","15.25","19.08","18.33"
"Сливен","Кермен","град","ОУ ""Христо Смирненски""","16","11.64","11.14","8.5","8.14","7.86","16.79","24.61","14.14"
"Сливен","Камен","село","ОУ ""Св. Св. Кирил и Методий""","12","10.5","8.92","6.8","6.8","7.4","14.18","11","20.82"
"Сливен","Крушаре","село","ОУ  ""Ч.Храбър""","18","11.5","12.12","7.81","7.75","7.31","21.44","20.38","24"
"Сливен","Сотиря","село","ОУ""Св.Паисий Хилендарски""","44","8.67","8.53","8.17","6.43","8.14","16.51","18.64","27.69"
"Сливен","Самуилово","село","ОУ ""Хр. Ботев""","34","9.86","10.14","8.11","8.39","9.04","14.61","31.5","28.18"
"Сливен","Стара река","село","ОУ Васил Левски","7","8.57","8","8","5","5.43","13.71","18.64","16"
"Сливен","Селиминово","село","ОУ""Х.Димитър""","15","11.92","9.67","8.64","6.91","7","14.55","10.67","11.75"
"Сливен","Тополчане","село","ОУ ""Св. П. Хилендарски""","41","6.51","5.49","7.76","6.56","7.29","16.03","14.99","17.23"
"Сливен","Котел","град","СОУ""Г.С.Раковски""  - Котел","43","9.44","9.22","7.53","5.72","5.75","19.28","23.57","15.38"
"Сливен","Стрелци","село","ОУ ""Димитър Камбуров""","2","10.5","14","10.5","11","11","20","30.75","33.5"
"Сливен","Тича","село","ОУ ""Христо Ботев""","6","10.8","10.2","6.83","7.67","6.17","22.67","17.33","13.67"
"Сливен","Градец","село","ОУ “Кап. П. Пармаков“","32","9.88","11.31","9.6","8.24","9.88","20.44","21.27","26.69"
"Сливен","Кипилово","село","ОУ ""Св. св. Кирил и Методий""","5","12.6","11.6","9.6","10.4","10.2","20.8","31","12"
"Сливен","Мокрен","село","ОУ ""Христо Ботев""","10","12.7","12.2","11","9.2","10","18.6","18.9","19.7"
"Сливен","Пъдарево","село","ОУ ""Георги Раковски""","9","12.12","11.38","9.12","7.5","9.38","14.25","13.57","13.29"
"Сливен","Филаретово","село","ОУ ""Д-р Петър Берон","7","10.71","8.57","6","6.71","6.71","16.86","23.14","21.33"
"Сливен","Ябланово","село","ОУ Н. Вапцаров","29","9.9","10.03","9.03","7","9.24","21.03","31.1","16.86"
"Сливен","Соколарци","село","ОУ  ""Хаджи Димитър""","2","14.5","13","9","10","9.5","18","15.5","17"
"Сливен","Нова Загора","град","ОУ""Хр. Смирненски""-Н.Загора","77","8.28","8.56","5.67","5.72","6.61","16.8","12.62","13.29"
"Сливен","Нова Загора","град","СОУ ""Иван Вазов""","48","10.05","9.66","8.98","7.14","9.19","14.05","18.07","14.27"
"Сливен","Нова Загора","град","СОУ ""Христо Ботев""","105","14.43","13.15","9.36","8.43","9.05","22.65","35.23","30.36"
"Сливен","Баня","село","ОУ ""Злати Терзиев""","18","14.62","14.25","5.69","6.44","6","16.13","19.75","17.67"
"Сливен","Коньово","село","ОУ""Св.св.Кирил и Методий""","8","10.83","8.67","9","8.17","6.83","17.67","28.83","29.5"
"Сливен","Кортен","село","ОУ  ""П. Р. Славейков""","22","12.11","11.17","10","10.56","10.28","20.89","24.71","23.39"
"Сливен","Любенова махала","село","ОУ ""Иларион Макариополски""","10","7.44","9.56","6.88","6.62","7.38","15.44","12","15.4"
"Сливен","Стоил войвода","село","ОУ  - ""Св.Паисий Хилендарски""","18","9.87","9.4","9.27","9.2","8.13","18.13","17.07","20.21"
"Сливен","Съдиево","село","ОУ""Христо Ботев""","20","11.59","12.35","8.88","8.25","8.69","23.18","11.81","20.81"
"Сливен","Твърдица","град","СОУ""Неофит Рилски""","47","8.12","7.41","7.57","5.12","6.62","14.98","21.15","17.85"
"Сливен","Бяла паланка","село","ОУ ""Никола Й. Вапцаров""","4","11","9.25","8.33","9.33","9.33","15.75","24.75","20"
"Сливен","Сборище","село","ОУ ""Никола Прокопиев""","14","8.82","8","7","6.45","7.82","14.45","28.04","16"
"Сливен","Шивачево","град","СОУ ""Г. Каравелов""","44","7.5","7.75","6.43","3.8","6.17","11.94","20.06","13.72"
"Смолян","Смолян","град","CОУ ""Св. Св. Кирил и Методий""","78","14.04","13.24","9.42","8.29","9.53","23.67","43.18","22.54"
"Смолян","Смолян","град","ОУ""Юрий Гагарин""","16","11.77","11.85","9.92","7.85","7.85","19.69","31.35","24.69"
"Смолян","Смолян","град","СОУ ""Отец Паисий""","29","12.62","12.59","10.14","10.9","11.48","20","36.72","23.34"
"Смолян","Смолян","град","ОУ ""Проф. д-р Асен Златаров""","56","13.64","12.69","9.62","11.05","10.56","21.59","38.24","28.42"
"Смолян","Смолян","град","ОУ ""Стою Шишков""","25","12.71","12.05","7.89","7.47","8.63","17.11","32.55","20.52"
"Смолян","Смолян","град","ОУ ""Иван Вазов""","75","15.41","14.66","11.39","12.38","11.14","26.91","45.01","38.01"
"Смолян","Арда","село","ОУ ""Св.Св.Кирил и Методий""","3","14.67","14","10","10.67","9.33","25.67","40","18"
"Смолян","Момчиловци","село","ОУ""Св. Св. Кирил и Методий""","14","13.93","12.36","11","11.93","9.64","20.93","42.04","31.93"
"Смолян","Смилян","село","ОУ ""Св.Св.Кирил и Методий""","11","15.33","13.67","9.4","10.8","10.7","25.8","35.61","23.22"
"Смолян","Търън","село","ОУ""Стою Шишков""","11","13.2","11.3","11.1","11.3","10.9","22.8","33.95","31.3"
"Смолян","Широка лъка","село","ОУ""Н.Й.Вапцаров""","4","11","11","9.5","7.5","6.5","14","18.5","14"
"Смолян","Баните","село","СОУ ""ХРИСТО БОТЕВ""","17","11.27","11.13","10.19","10.38","11.12","20.38","35.91","25.67"
"Смолян","Давидково","село","Оу ""Св.Св.Кирил и Методий""","3","11.33","14.33","10.33","8.67","8.67","24.67","30.17","37.67"
"Смолян","Борино","село","СОУ-Борино","15","14.73","14.27","11.73","12","11.53","18.93","27.97","25.07"
"Смолян","Буйново","село","ОУ-БУЙНОВО","4","11.25","12","10.25","9.75","11.5","13.25","19.67","12.75"
"Смолян","Ягодина","село","ОУ-Ягодина","7","12.14","11.29","8.71","10.29","9.71","11.86","33.07","30"
"Смолян","Девин","град","СОУ ""Христо Ботев""","63","14.3","13.84","10.86","11.59","10.66","23.05","42.42","29.04"
"Смолян","Грохотно","село","ОУ ""Гео Милев""","8","15.38","15.88","13","10.12","9.38","24.88","36.25","14.75"
"Смолян","Гьоврен","село","ОУ""П.Кр.Яворов""","8","12","10","7.38","8.75","6.75","22","27.5","16.12"
"Смолян","Лясково","село","ОУ""Хр.Ботев""","4","13.5","13.5","10.25","11.5","10.25","14.5","34","25.75"
"Смолян","Девин","град","ОУ""Св.Св.Кирил и Методий""","10","13","11.8","9.7","10.4","9.6","21.8","33.4","26.5"
"Смолян","Осиково","село","ОУ""Д.Благоев""","2","14","12.5","10","8","9.5","21","28.25","33.5"
"Смолян","Селча","село","ОУ""Отец Паисий""","3","9.67","10","8","7","6","14.33","28.67","15.33"
